320069," CLOW CANADA                                                            "," 04SJ                              "
317612," CASH SALES - HERCULES 04SJ                                             "," 04SJ00004                         "
317592," DOMINION REFUSE COLLECTORS                                             "," 04SJ00005                         "
317293," ADVANCED MECHANICAL LTD                                                "," 04SJ00015                         "
318304," KV AUTO & TRUCK CENTRE INC                                             "," 04SJ00026                         "
317833," FIRST CHOICE VENTILATION LTD                                           "," 04SJ00034                         "
318342," QM CONSTRUCTION LTD                                                    "," 04SJ00036                         "
317811," BOURQUE INDUSTRIAL                                                     "," 04SJ00037                         "
318343," CABLECOM LIMITED                                                       "," 04SJ00040                         "
317410," ICS-STATE                                                              "," 04SJ00051                         "
317558," MASTER MECHANICAL CONTRACTORS INC                                      "," 04SJ00067                         "
317411," NB POWER NUCLEAR CORPORATION                                           "," 04SJ00068                         "
318293," FLEETWAY INC. FACILITY SERVICES                                        "," 04SJ00072                         "
317775," BROOKVILLE MANUFACTURING CO.                                           "," 04SJ00074                         "
317559," MACDONALD CRANE SERVICE LTD                                            "," 04SJ00080                         "
317732," C.J. HYDRAULICS & MACHINING                                            "," 04SJ00085                         "
318202," MIDI CONSTRUCTION                                                      "," 04SJ00086                         "
317956," HEWITT RENTAL INC. (SAINT JOHN NB)                                     "," 04SJ00090                         "
317878," DEPARTMENT OF TRANSPORTATION (ST.GE                                    "," 04SJ00098                         "
317593," SCHOONER INDUSTRIAL LTD.                                               "," 04SJ00109                         "
317700," M. G. FISHERIES LIMITED                                                "," 04SJ00116                         "
321510," Bird Construction                                                      "," 04SJ00120                         "
317834," O'BRIEN ELECTRIC CO. LTD                                               "," 04SJ00131                         "
317488," LOSIERS CRANE SERVICE INC.                                             "," 04SJ00139                         "
317314," WOLSELEY IPG(SAINT JOHN)                                               "," 04SJ00151                         "
317964," MARITIME RIGGING SUPPLY & SERVICE                                      "," 04SJ00159                         "
317489," STRESCON LIMITED                                                       "," 04SJ00168                         "
317391," GULF OPERATORS                                                         "," 04SJ00179                         "
317468," CHANDLER-SUPPLIERS TO BUSINESS                                         "," 04SJ00193                         "
318044," CITY OF SAINT JOHN                                                     "," 04SJ00201                         "
318285," ESTEY & CO                                                             "," 04SJ00203                         "
317999," UNIVERSAL SALES LTD                                                    "," 04SJ00204                         "
317445," BWS MANUFACTURING LTD                                                  "," 04SJ00205                         "
317957," FRANK FALES & SONS LTD                                                 "," 04SJ00210                         "
318286," GEOMEMBRANE TECHNOLOGIES INC                                           "," 04SJ00218                         "
317821," WOLSELEY IPG (FREDERICTON)                                             "," 04SJ00229                         "
315900," Sancton Group Inc.                                                     "," 04SJ00237                         "
317344," LOUISBOURG PIPELINES INC (SJ)                                          "," 04SJ00246                         "
317934," D.M.K. MARINE SERVICES LTD                                             "," 04SJ00256                         "
317912," KONE INC                                                               "," 04SJ00267                         "
318259," CALDWELL & ROSS                                                        "," 04SJ00273                         "
317490," FASTENAL COMPANY                                                       "," 04SJ00283                         "
