315813," Oceaneering Canada LTD                                                 "," 02NL                              "
322974," ND DOBBIN LTD                                                          "," 02NL 0025                         "
318163," GUILLEVIN INTERNATIONAL INC.                                           "," 02NL0003                          "
318387," NORD MARINE SERVICES LTD                                               "," 02NL0012                          "
318082," OCEANEERING CANADA LIMITED                                             "," 02NL0016                          "
317554," ATLANTIC HYDRAULIC & MACHINE                                           "," 02NL0017                          "
321800," Trident Construction LTD                                               "," 02nl0020                          "
315983," M & M OFFSHORE                                                         "," 02NL0021                          "
317749," M & M OFFSHORE LIMITED                                                 "," 02NL0021                          "
316715," M & M ENGINEERING                                                      "," 02NL0022                          "
318355," HARVEY ELECTRIC LTD                                                    "," 02NL0024                          "
318068," ALL STAR REBAR                                                         "," 02NL0034                          "
318135," ST JOHN'S DOCKYARD LIMITED                                             "," 02NL0035                          "
316214," ST.JOHN'S DOCK YARD                                                    "," 02NL0035                          "
318217," WESTOWER COMMUNICATIONS                                                "," 02NL0036                          "
317642," UNIVERSAL HELICOPTERS NEWFOUNDLAND                                     "," 02NL0037                          "
316564," UNVERSAL HELICOPTERS NF                                                "," 02NL0037                          "
317717," MODERN PAVING LTD                                                      "," 02NL0040                          "
321943," THE SCALE SHOP 1983 LTD                                                "," 02NL0041                          "
784112631," STEELFAB INDUSTRIES LTD                                                "," 02NL0042                          "
317259," RDM INDUSTRIAL LIMITED                                                 "," 02NL0044                          "
315814," C & W OFFSHORE                                                         "," 02nl0049                          "
318246," NORTH ATLANTIC MARINE SUPPLIES & SE                                    "," 02NL0054                          "
318143," EXPRO GROUP CANADA INC                                                 "," 02NL0056                          "
316995," EXPRO GROUP CANADA INC.                                                "," 02NL0056                          "
324202," Ameil Constructors Ltd.                                                "," 02NL0066                          "
315889," JACQUES WHITFORD                                                       "," 02NL0067                          "
317438," HIBERNIA MANAGEMENT & DEVELOPMENT                                      "," 02NL0070                          "
316947," Hibernia Management & Development Co.LTD                               "," 02NL0070                          "
318186," CAMPBELL'S SHIP SUPPLIES                                               "," 02NL0071                          "
321026," NEWVALVE SERVICES & CONSULTING INC.                                    "," 02NL0073                          "
317452," DF BARNES LTD                                                          "," 02NL0075                          "
319637," TOROMONT CAT                                                           "," 02NL0078                          "
317772," MAX DUFFETT & SONS TRUCKING                                            "," 02NL0079                          "
317542," CITY OF ST. JOHN'S (NFLD)                                              "," 02NL0080                          "
323720," COUGAR ENGINEERING & CONSTRUCTION                                      "," 02NL0083                          "
318344," STEPHENSON SERVICES LTD                                                "," 02NL0096                          "
316762," MEMORIAL UNIVERSITY                                                    "," 02NL0106                          "
316111," WEATHERFORD CANADA LTD                                                 "," 02NL0107                          "
316552," BDI CANADA                                                             "," 02NL0109                          "
317400," BDI CANADA INC.                                                        "," 02NL0109                          "
316494," A. P MOLLER                                                            "," 02NL0113                          "
318292," A.P. MOLLER                                                            "," 02NL0113                          "
317486," TOWN OF(CBS) CONCEPTION BAY SOUTH                                      "," 02NL0118                          "
317684," PUDDISTER TRADING CO                                                   "," 02NL0119                          "
316572," Puddister Trading Co.                                                  "," 02NL0119                          "
318218," HI-LINE CONSTRUCTION LTD                                               "," 02NL0122                          "
316147," PRO DIVE MARINE                                                        "," 02NL0126                          "
316283," C & W  INDUSTRIAL FABRICATION                                          "," 02NL0127                          "
318243," C&W INDUSTRIAL FABRICATION AND MARI                                    "," 02NL0127                          "
317585," PERIDOT SALES LIMITED                                                  "," 02NL0158                          "
317200," ATLANTIC OILFIELD & INDUSTRIAL SUPPLY                                  "," 02NL0161                          "
317487," ATLANTIC OILFIELD&INDUSTRIAL SUPPLY                                    "," 02NL0161                          "
318179," A. HARVEY & COMPANY LTD                                                "," 02NL0163                          "
317514," LIGHTING & TRAFFIC SYSTEMS LTD                                         "," 02NL0164                          "
