318092," J & H INDUSTRIES LTD                                                   "," 07WR022                           "
318203," NEWFOUNDLAND POWER INC.                                                "," 07WR030                           "
317337," K & D PRATT LTD                                                        "," 07WR032                           "
317902," THYSSENKRUPP ELEVATOR                                                  "," 07WR048                           "
317916," HARRIS & ROOME SUPPLY LTD                                              "," 07WR050                           "
784112358," Dexter's Construction - 07                                             "," 07WR051                           "
317861," GERALD BATTIST TRUCKING LIMITED                                        "," 07WR053                           "
318118," ADAMS & KNICKLE LIMITED                                                "," 07WR054                           "
15682451," Atcon Industrial Services                                              "," 07WR056                           "
317804," ATLANTIC MARINE & INDUSTRIAL                                           "," 07WR057                           "
317363," CASH SALES - WRIA 07WRA                                                "," 07WR062                           "
315425," GEOCON ATLANTIC --07                                                   "," 07WR062                           "
321499," PRECISION ENTERPRISES                                                  "," 07WR062                           "
15682250," Cerescorp - 07                                                         "," 07WR064                           "
317505," CERESCORP INC                                                          "," 07WR064                           "
317917," BDI CANADA INC                                                         "," 07WR068                           "
317561," G & C HUGHES ENTERPRISES LTD                                           "," 07WR069                           "
318093," FRASER PAPERS INC                                                      "," 07WR070                           "
317840," FUNDY TWINE LIMITED                                                    "," 07WR071                           "
322050," HARBOUR DEVELOPMENT                                                    "," 07WR072                           "
317456," K.G. CHASE & SON                                                       "," 07WR079                           "
15682453," K.G. Chase & Son                                                       "," 07WR079                           "
318352," LAHAVE SEAFOODS LIMITED                                                "," 07WR081                           "
317762," MERSEY SEAFOODS LIMITED                                                "," 07WR082                           "
317435," MUNICIPAL CONTRACTING LTD                                              "," 07WR085                           "
784112400," Municipal Contracting LTD. --07                                        "," 07WR085                           "
317421," NEW BRUNSWICK POWER                                                    "," 07WR086                           "
317544," OTIS CANADA INC                                                        "," 07WR087                           "
317985," OTIS ELEVATOR COMPANY LIMITED                                          "," 07WR088                           "
317897," REA FAC AGENCIES LIMITED                                               "," 07WR092                           "
315888," Rea Fac Agencies Ltd. - 07                                             "," 07WR092                           "
318098," SOUTH WEST SEINERS COMPANY LIMITED                                     "," 07WR095                           "
317596," WAJAX INDUSTRIES LIMITED (DARTMOUTH                                    "," 07WR099                           "
317470," SURVIVAL SYSTEM LIMITED                                                "," 07WR103                           "
315842," Survival Systems Ltd.                                                  "," 07WR103                           "
317338," BASIN MARINE SUPPLIES LTD                                              "," 07WR105                           "
320333," Arnoldin Form Work Limited --07                                        "," 07WR107                           "
318001," NEDCO DIVISION OF WESTBURNE INC.                                       "," 07WR111                           "
318024," HARBOUR TWINE LIMITED                                                  "," 07WR113                           "
317422," UNIVERSAL SALES LIMITED                                                "," 07WR118                           "
317534," PESCA TRAWL & SUPPLIES                                                 "," 07WR119                           "
317519," AGGREGATE EQUIPMENT LTD                                                "," 07WR121                           "
