317922," 1143294 ONTARIO INC.                                                   "," 12MIS1119                         "," "
319197," A & F INDUSTRIES                                                       "," 12MIS0238                         ",
322106," ABC GROUP INTERIOR SYSTEMS                                             "," 12MIS0224                         "," "
317641," ACCUCUT PROFILE & GRINDING LIMITED                                     "," 12MIS1287                         "," "
317387," ACS METALS & DISPOSAL SERVICES INC.                                    "," 12MIS1310                         ",
317012," ACU-TEC INSPECTION                                                     "," 12MIS0182                         ",
317874," ACURON LTD                                                             "," 12MIS0002                         ",
317229," ACURON LTD.                                                            "," 12MIS0002                         ",
317945," ADM AGRI LTD                                                           "," 12MIS0232                         "," "
321436," AIR CANADA (MIS)                                                       "," 12MIS0005                         "," "
317927," ALEXANDER METALS & ALLOYS                                              "," 12MIS0243                         ",
318258," ALFIELD INDUSTRIES LTD                                                 "," 12MIS0007                         ",
318321," ALL WELD COMPANY LTD.                                                  "," 12MIS0251                         ",
318272," ALWAYS DEPENDABLE SERVICE                                              "," 12MIS1321                         ",
317782," APEX CHAIN AND CABLE INC.                                              "," 12MIS1096                         ",
317459," ARCELOR MITTAL DOFASCO INC.                                            "," 12MIS0142                         ",
318968," ARCELOR MITTAL TUBULAR PRODUCTS                                        ","  12MIS0142                        ",
318534," ASA ALLOYS INC.                                                        "," 12MIS0009                         ",
319641," Assinck Bros. Ltd.                                                     "," 12MIS0269                         ",
317946," ATLANTIC TUBE & STEEL                                                  "," 12MIS0277                         ",
317598," ATOMIC ENERGY OF CANADA                                                "," 12MIS0012                         ",
317304," ATOMIC ENERGY OF CANADA (GST ONLY)                                     "," 12MIS1169                         ",
318382," ATS AUTOMATION TOOLING SYSTEMS INC.                                    "," 12MIS1244                         ",
317181," B.J MACHINE & TOOL INC.                                                "," 12MIS0215                         ",
321785," Babcock & Wilcox Canada Ltd.                                           "," 12MIS1388                         ",
317947," BDI CANADA INC.  (VENDOR # 924)                                        "," 12MIS0013                         ",
318035," BERICAP NORTH AMEICA INC                                               "," 12MIS0016                         ",
317914," BLUE GIANT EQUIPMENT CORPORATION                                       "," 12MIS1132                         ",
317211," BOHLER UDDEHOLM CORP.                                                  "," 12MIS0513                         ",
317336," BOMBARDIER AEROSPACE, TORONTO                                          "," 12MIS0184                         ",
317573," BOMBARDIER INC, BOMBARDIER AER                                         "," 12MIS0040                         ",
317727," BURNCO MFG INC.                                                        "," 12MIS0315                         ",
316788," C.J PINK LTD.                                                          "," 12MIS1317                         ",
317936," C.J. PINK LTD.                                                         "," 12MIS1317                         ",
318105," C&T REINFORCING STEEL CO                                               "," 12MIS0375                         ",
315979," C&T REINFORCING STEEL CO. LTD.                                         "," 12MIS0375                         ",
318225," CANADIAN FEED SCREWS MFG                                               "," 12MIS0022                         ",
318291," CANADIAN NATIONAL RAILWAYS                                             "," 12MIS0382                         ",
316770," CANADIAN PLATE & PROFILE  INC                                          "," 12MIS0503                         ",
317836," CANADIAN SALT COMPANY LIMITED                                          "," 12MIS0333                         ",
317770," CARBON STEEL PROFILES CO.                                              "," 12MIS0203                         ",
317491," CASCADE  CANADA INC                                                    "," 12MIS0025                         ",
317296," CASH SALES - MISSISSAUGA PST EXEMPT                                    "," 12MIS9999                         ",
317291," CASH SALES-MISSISSAUGA PST INCLUDED                                    "," 12MIS9998                         ",
323709," Castool Tooling Systems                                                "," 12MIS1306                         ",
317471," CHECKER INDUSTRIAL LTD.                                                "," 12MIS0316                         ",
318353," CHICOPEE MANUFACTURING LIMITED                                         "," 12MIS1286                         ",
318108," CHRISTIE LITES LTD                                                     "," 12MIS0027                         ",
318392," CITY OF HAMILTON                                                       "," 12MIS0373                         ",
317714," CLOVER TOOL MANUFACTURING                                              "," 12MIS0194                         ",
319761," COOKSVILLE STEEL LTD.                                                  "," 12MIS0397                         ",
318284," CRAWFORD METAL CORP                                                    ","  12MIS0036                        ",
317178," CRAWFORD METALS                                                        "," 12MIS0036                         ",
317599," CURTIS- WRIGHT ENGINEERED SYSTEMS                                      "," 12MIS0085                         ",
317728," D C CHROME                                                             "," 12MIS0426                         ",
317494," D.T.E. INDUSTRIES LTD                                                  "," 12MIS0449                         ",
320172," Daimlerchrysler Commerical Buses                                       "," 12MIS0117                         ",
318612," DANA CANADA CORPORATION                                                "," 12MIS1104                         ",
315912," DEBRO STEEL                                                            "," .12MIS0038                        ",
317898," DEBRO STEEL                                                            "," 12MIS0038                         ",
315989," DELHI SOLAC                                                            "," 12MIS0435                         ",
317538," DI PAOLO C.N.C. RETROFIT LTD.                                          "," 12MIS0444                         ",
322108," DOMINION METAL SERVICES                                                "," 12MIS1188                         ",
318121," DRILLWELL SUPPLY LTD                                                   "," 12MIS0049                         ",
317983," DYNAHYD ROLL OFF SYSTEMS LTD.                                          "," 12MIS1304                         ",
318538," E.M. JORGENSEN CAN. INC.                                               ","  12MIS0093                        ",
317447," E.M. JORGENSEN STEEL                                                   "," 12MIS0093                         ",
316534," E.M. JORGENSEN STEEL                                                   "," 12MIS0093                         ",
316771," EATON CORPORATION (CUTLER)                                             "," 12MIS0500                         ",
322118," ECO-TEC INC                                                            "," 12MIS0460                         ",
318262," ELECTRO-MOTIVE CANADA COMPANY                                          "," 12MIS0056                         ",
784112590," Equipment Corps Inc.                                                   "," 12MIS1489                         ",
317669," EXCELSIOR STEEL POLISHING                                              "," 12MIS0473                         ",
317444," EXOPACK PERFORMANCE FILMS INC.                                         "," 12MIS1331                         ",
315986," F.K MACHINERY LTD.                                                     "," 12MIS0474                         ",
317814," F.K. MACHINERY LTD                                                     "," 12MIS0474                         ",
318090," FLEX-N-GATE                                                            "," 12MIS1277                         ",
317786," FORT GARRY INDUSTRIES LTD                                              "," 12MIS1293                         ",
316730," Valmont West Coast Engineering                                         "," 12MI1098                          ",
318406," OUTOTEC CAN LTD.                                                       "," 12MIS0006                         ",
316161," KOCH GLITSCH CANADA CO.                                                "," 12MIS00095                        ",
317755," RYERSON CANADA                                                         "," 12MIS0010                         ",
318654," ROLL FORM GROUP                                                        "," 12MIS0023                         ",
